best_criterion,branch_commit,checkpoint_path,config,digest_match,fold,input_contract,model,output_contract,recorded_sha256,seed,sha256,source,status,training_job
best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_3/seed_20260826/best_joint.pt,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,3,frozen historical contract,SetCalibDiff,clean or artifact as registered,713065576a9d1875c9b253db3a728ed83c01ac4e8b3d03b034f6fc47c4f245d5,20260826,713065576a9d1875c9b253db3a728ed83c01ac4e8b3d03b034f6fc47c4f245d5,V25,available,see reports/slurm/v25_job_ids.txt
V24 best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_3/seed_20260824/best_joint.pt,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,3,frozen historical contract,V24_POP_ANCHOR,clean or artifact as registered,b831fa017c577070cd8b7e3070c4f61236117fe8747435f3613f59d6b3b8560c,20260827,b831fa017c577070cd8b7e3070c4f61236117fe8747435f3613f59d6b3b8560c,V25,available,see reports/slurm/v25_job_ids.txt
best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260827/best_joint.pt,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,3,frozen historical contract,SetCalibDET,clean or artifact as registered,3a95835e1fe5db42537058d7996f3ca511f0cd653dba28f4207fe392a4eeee37,20260827,3a95835e1fe5db42537058d7996f3ca511f0cd653dba28f4207fe392a4eeee37,V25,available,see reports/slurm/v25_job_ids.txt
best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_3/seed_20260827/best_joint.pt,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,3,frozen historical contract,SetCalibDiff,clean or artifact as registered,4d640125f6f09c6665d84a8ec222973e073337d57605ee3e7e6a41e0b369fcc7,20260827,4d640125f6f09c6665d84a8ec222973e073337d57605ee3e7e6a41e0b369fcc7,V25,available,see reports/slurm/v25_job_ids.txt
V24 best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_4/seed_20260825/best_joint.pt,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,4,frozen historical contract,V24_POP_ANCHOR,clean or artifact as registered,d692f57c36a0e1b7cbd7d8f5f48ac9bbaf81e734880db03d05602d0e031e2041,20260825,d692f57c36a0e1b7cbd7d8f5f48ac9bbaf81e734880db03d05602d0e031e2041,V25,available,see reports/slurm/v25_job_ids.txt
best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260825/best_joint.pt,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,4,frozen historical contract,SetCalibDET,clean or artifact as registered,ec2ea7d6d21eed26560545e5faf92c6f82c3f1ddfcb8e979957d883e99522a98,20260825,ec2ea7d6d21eed26560545e5faf92c6f82c3f1ddfcb8e979957d883e99522a98,V25,available,see reports/slurm/v25_job_ids.txt
best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_4/seed_20260825/best_joint.pt,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,4,frozen historical contract,SetCalibDiff,clean or artifact as registered,99a0f8da142517ac77f61de6b01e8a066a45c202c0099ea63149a98aec268bbc,20260825,99a0f8da142517ac77f61de6b01e8a066a45c202c0099ea63149a98aec268bbc,V25,available,see reports/slurm/v25_job_ids.txt
V24 best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_4/seed_20260826/best_joint.pt,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,4,frozen historical contract,V24_POP_ANCHOR,clean or artifact as registered,09cb805988db4004e18640a34547689661a5d439b9ce70d1e2f010e4bd68b999,20260826,09cb805988db4004e18640a34547689661a5d439b9ce70d1e2f010e4bd68b999,V25,available,see reports/slurm/v25_job_ids.txt
best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260826/best_joint.pt,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,4,frozen historical contract,SetCalibDET,clean or artifact as registered,283c284486ec9b43a423a2d7261bc1dc91899698f26d852d66ee177ad8e0e8df,20260826,283c284486ec9b43a423a2d7261bc1dc91899698f26d852d66ee177ad8e0e8df,V25,available,see reports/slurm/v25_job_ids.txt
best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_4/seed_20260826/best_joint.pt,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,4,frozen historical contract,SetCalibDiff,clean or artifact as registered,d30a7dc1f5f8923ec718af49b1ae756ba792966b74390bebd2747c3c74fdf0e1,20260826,d30a7dc1f5f8923ec718af49b1ae756ba792966b74390bebd2747c3c74fdf0e1,V25,available,see reports/slurm/v25_job_ids.txt
V24 best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_4/seed_20260824/best_joint.pt,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,4,frozen historical contract,V24_POP_ANCHOR,clean or artifact as registered,9428010a3c657eaed12f3730d211fc1a4b89a5616eba2d54e03ded8776110b23,20260827,9428010a3c657eaed12f3730d211fc1a4b89a5616eba2d54e03ded8776110b23,V25,available,see reports/slurm/v25_job_ids.txt
best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260827/best_joint.pt,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,4,frozen historical contract,SetCalibDET,clean or artifact as registered,f72e7be7a16f4c88a4c787798c744d99fe9d452e433246cd2ca2d751ecfe771e,20260827,f72e7be7a16f4c88a4c787798c744d99fe9d452e433246cd2ca2d751ecfe771e,V25,available,see reports/slurm/v25_job_ids.txt
best_joint,a7d9d647b69e152255b62dbca917a4b3ed082915,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_4/seed_20260827/best_joint.pt,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,4,frozen historical contract,SetCalibDiff,clean or artifact as registered,b62c04e1ebaf3f46c551bd21e84c9c94958062deb8437d9402ad17b6cb7218dc,20260827,b62c04e1ebaf3f46c551bd21e84c9c94958062deb8437d9402ad17b6cb7218dc,V25,available,see reports/slurm/v25_job_ids.txt
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_0/seed_20260828/best_joint.pt,,1,0,frozen historical contract,calib_refine_det,clean or artifact as registered,355cd92723f95cb78348fa74adad5853184929dbd8e9111a4e39804d76998eb0,20260828,355cd92723f95cb78348fa74adad5853184929dbd8e9111a4e39804d76998eb0,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_0/seed_20260829/best_joint.pt,,1,0,frozen historical contract,calib_refine_det,clean or artifact as registered,aef8f2fd78047665196c21f679b297955202528d0d57e2fda0a1e28d9829a412,20260829,aef8f2fd78047665196c21f679b297955202528d0d57e2fda0a1e28d9829a412,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_0/seed_20260830/best_joint.pt,,1,0,frozen historical contract,calib_refine_det,clean or artifact as registered,93064c3b652381a6bc5c57a5e30c535ca4dc037e7cc88c78396cb0d97c8bd423,20260830,93064c3b652381a6bc5c57a5e30c535ca4dc037e7cc88c78396cb0d97c8bd423,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_1/seed_20260828/best_joint.pt,,1,1,frozen historical contract,calib_refine_det,clean or artifact as registered,d17df2125e18f6b216f6d58ea24e1c5b08f1bb0d5655ad13fafd543cc275b723,20260828,d17df2125e18f6b216f6d58ea24e1c5b08f1bb0d5655ad13fafd543cc275b723,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_1/seed_20260829/best_joint.pt,,1,1,frozen historical contract,calib_refine_det,clean or artifact as registered,d9c5a78c93b295b945c27a20485377d5c215cb25153ed922581ef74ccf84f5d9,20260829,d9c5a78c93b295b945c27a20485377d5c215cb25153ed922581ef74ccf84f5d9,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_1/seed_20260830/best_joint.pt,,1,1,frozen historical contract,calib_refine_det,clean or artifact as registered,3468f34a5255c95259072ff5255fc7b9465b4e87a7d9df452c212d0a0cab4848,20260830,3468f34a5255c95259072ff5255fc7b9465b4e87a7d9df452c212d0a0cab4848,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_2/seed_20260828/best_joint.pt,,1,2,frozen historical contract,calib_refine_det,clean or artifact as registered,0293d3221a98e3c453ed11d6596f5a58de328e8d6e02eb3a13c07a2b6f63e744,20260828,0293d3221a98e3c453ed11d6596f5a58de328e8d6e02eb3a13c07a2b6f63e744,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_2/seed_20260829/best_joint.pt,,1,2,frozen historical contract,calib_refine_det,clean or artifact as registered,e6e1ab46123da326246737c3a3808661153bcf366f6f0c52b6b13abf552c9e74,20260829,e6e1ab46123da326246737c3a3808661153bcf366f6f0c52b6b13abf552c9e74,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_2/seed_20260830/best_joint.pt,,1,2,frozen historical contract,calib_refine_det,clean or artifact as registered,4d02075cd9057da48eb2f28c4b4529dcd5f57dd09d6577e49ea5852ff3f2c54c,20260830,4d02075cd9057da48eb2f28c4b4529dcd5f57dd09d6577e49ea5852ff3f2c54c,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_3/seed_20260828/best_joint.pt,,1,3,frozen historical contract,calib_refine_det,clean or artifact as registered,c7366cabd57edfaf4f081070af886640bcbe5a5d10719877138244ad6081adc6,20260828,c7366cabd57edfaf4f081070af886640bcbe5a5d10719877138244ad6081adc6,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_3/seed_20260829/best_joint.pt,,1,3,frozen historical contract,calib_refine_det,clean or artifact as registered,91c9ad254c4233dca1b3f0c33a954344fa055530e74c324640d7352a1fc52ced,20260829,91c9ad254c4233dca1b3f0c33a954344fa055530e74c324640d7352a1fc52ced,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_3/seed_20260830/best_joint.pt,,1,3,frozen historical contract,calib_refine_det,clean or artifact as registered,83a12d2b802770d574f2cb45c251a6b70404cf28dc0a6abbc40b6c70bbb3a52d,20260830,83a12d2b802770d574f2cb45c251a6b70404cf28dc0a6abbc40b6c70bbb3a52d,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_4/seed_20260828/best_joint.pt,,1,4,frozen historical contract,calib_refine_det,clean or artifact as registered,a1ed207cd12bb157624035e02a3f68ae3f703240613b2e4e353952121999e934,20260828,a1ed207cd12bb157624035e02a3f68ae3f703240613b2e4e353952121999e934,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_4/seed_20260829/best_joint.pt,,1,4,frozen historical contract,calib_refine_det,clean or artifact as registered,34cb7a2bce88860003272a054d02922c25aa85f72c6061ce4fa475b96091aaf2,20260829,34cb7a2bce88860003272a054d02922c25aa85f72c6061ce4fa475b96091aaf2,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_refine_det/fold_4/seed_20260830/best_joint.pt,,1,4,frozen historical contract,calib_refine_det,clean or artifact as registered,e8f408f874a0c1a27044bf5f98f3f1074581eeeb22c2078b7a5c1c7bbbf6f529,20260830,e8f408f874a0c1a27044bf5f98f3f1074581eeeb22c2078b7a5c1c7bbbf6f529,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_0/seed_20260828/best_joint.pt,,1,0,frozen historical contract,calib_sdedit,clean or artifact as registered,7580e9e572035e1331b5112910bc660444e0aaf16081b3f6e945df7c09e7bfa1,20260828,7580e9e572035e1331b5112910bc660444e0aaf16081b3f6e945df7c09e7bfa1,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_0/seed_20260829/best_joint.pt,,1,0,frozen historical contract,calib_sdedit,clean or artifact as registered,a0cfcbaa4b115692b8df0e0564eb9bfc8731cf42c0169573cd08b31d67555bdb,20260829,a0cfcbaa4b115692b8df0e0564eb9bfc8731cf42c0169573cd08b31d67555bdb,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_0/seed_20260830/best_joint.pt,,1,0,frozen historical contract,calib_sdedit,clean or artifact as registered,93925559d75a4196f78eb87fa940622d586ef3d0ab96bdb0c16a475cf18a42a3,20260830,93925559d75a4196f78eb87fa940622d586ef3d0ab96bdb0c16a475cf18a42a3,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_1/seed_20260828/best_joint.pt,,1,1,frozen historical contract,calib_sdedit,clean or artifact as registered,bc21dd30c55f625f770fcebec12f6d00d1316097af126c98083115d20ba68f8b,20260828,bc21dd30c55f625f770fcebec12f6d00d1316097af126c98083115d20ba68f8b,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_1/seed_20260829/best_joint.pt,,1,1,frozen historical contract,calib_sdedit,clean or artifact as registered,8a30f8a7b47b99419032e5b6cb7ad0112877b1270c2d2f4b2c1c3df470caad6c,20260829,8a30f8a7b47b99419032e5b6cb7ad0112877b1270c2d2f4b2c1c3df470caad6c,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_1/seed_20260830/best_joint.pt,,1,1,frozen historical contract,calib_sdedit,clean or artifact as registered,0fb53a7ccdf59abf73f422c6b9c5e83c6a409c710998f1c01053c48cac27ef15,20260830,0fb53a7ccdf59abf73f422c6b9c5e83c6a409c710998f1c01053c48cac27ef15,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_2/seed_20260828/best_joint.pt,,1,2,frozen historical contract,calib_sdedit,clean or artifact as registered,8a9f81fc4b118d351869d42ec4b47a087f92fc5e913521f5f0f3a64eb05cbfbe,20260828,8a9f81fc4b118d351869d42ec4b47a087f92fc5e913521f5f0f3a64eb05cbfbe,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_2/seed_20260829/best_joint.pt,,1,2,frozen historical contract,calib_sdedit,clean or artifact as registered,865b07c30ac1ff8232710a7af556d3faa844a1ddd0b37e7e47223127676d4192,20260829,865b07c30ac1ff8232710a7af556d3faa844a1ddd0b37e7e47223127676d4192,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_2/seed_20260830/best_joint.pt,,1,2,frozen historical contract,calib_sdedit,clean or artifact as registered,5c2622d48edc21641584ab988aea2248f55de19dde1dbad5a956c85ce43980e6,20260830,5c2622d48edc21641584ab988aea2248f55de19dde1dbad5a956c85ce43980e6,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_3/seed_20260828/best_joint.pt,,1,3,frozen historical contract,calib_sdedit,clean or artifact as registered,7d58ac42fe2012000727bfefb0147cb950092e4dd3956df2b6d6e5eb31c09cd4,20260828,7d58ac42fe2012000727bfefb0147cb950092e4dd3956df2b6d6e5eb31c09cd4,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_3/seed_20260829/best_joint.pt,,1,3,frozen historical contract,calib_sdedit,clean or artifact as registered,29de9ba01bf3936a6bcff230355e75840eee5e8041dbf5b97553121e23c78e35,20260829,29de9ba01bf3936a6bcff230355e75840eee5e8041dbf5b97553121e23c78e35,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_3/seed_20260830/best_joint.pt,,1,3,frozen historical contract,calib_sdedit,clean or artifact as registered,846fb3e6d6bec2532620e3e8b6e13aa9e45713f44538a9acac53fd4664df0563,20260830,846fb3e6d6bec2532620e3e8b6e13aa9e45713f44538a9acac53fd4664df0563,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_4/seed_20260828/best_joint.pt,,1,4,frozen historical contract,calib_sdedit,clean or artifact as registered,a6de80bf06a7ad8dc1b9716d56ea9adc669e87d2b449c565d815de1d8afeee8e,20260828,a6de80bf06a7ad8dc1b9716d56ea9adc669e87d2b449c565d815de1d8afeee8e,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_4/seed_20260829/best_joint.pt,,1,4,frozen historical contract,calib_sdedit,clean or artifact as registered,2599c5ed4581d84f48d84bfb459dd3ebf72ff1c7e87f9dd5f495afb39bb74cc2,20260829,2599c5ed4581d84f48d84bfb459dd3ebf72ff1c7e87f9dd5f495afb39bb74cc2,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit/fold_4/seed_20260830/best_joint.pt,,1,4,frozen historical contract,calib_sdedit,clean or artifact as registered,734dc1ed3b03e2195e2f36cb38ef4ba624282d1f9fcff8bbd35c16febf299a38,20260830,734dc1ed3b03e2195e2f36cb38ef4ba624282d1f9fcff8bbd35c16febf299a38,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit_nf50/fold_0/seed_20260828/best_joint.pt,,1,0,frozen historical contract,calib_sdedit_nf50,clean or artifact as registered,395342e7177a99375b52516ee4c5022cf25f576f60b3273ed79dd2fb14ce3565,20260828,395342e7177a99375b52516ee4c5022cf25f576f60b3273ed79dd2fb14ce3565,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/calib_sdedit_nf50/fold_2/seed_20260828/best_joint.pt,,1,2,frozen historical contract,calib_sdedit_nf50,clean or artifact as registered,84f9f15b56382c492125d6a1435f3e06c246c4ef1a63f4e499fb7088b16aaa3e,20260828,84f9f15b56382c492125d6a1435f3e06c246c4ef1a63f4e499fb7088b16aaa3e,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_0/seed_20260828/best_joint.pt,,1,0,frozen historical contract,pop_refine_det,clean or artifact as registered,3027f309276a7578b4592af43836e13e1ae78a9463abd1663257f007cce5e87a,20260828,3027f309276a7578b4592af43836e13e1ae78a9463abd1663257f007cce5e87a,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_0/seed_20260829/best_joint.pt,,1,0,frozen historical contract,pop_refine_det,clean or artifact as registered,55d220e3eb2441fd06d0ab04d19466bd06108fd927bb66a4a34fb5cd5bec5ab2,20260829,55d220e3eb2441fd06d0ab04d19466bd06108fd927bb66a4a34fb5cd5bec5ab2,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_0/seed_20260830/best_joint.pt,,1,0,frozen historical contract,pop_refine_det,clean or artifact as registered,38e1420f5776c2059e21ab702ceb38dc3cfd2470eea672e188c0982afaff9705,20260830,38e1420f5776c2059e21ab702ceb38dc3cfd2470eea672e188c0982afaff9705,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_1/seed_20260828/best_joint.pt,,1,1,frozen historical contract,pop_refine_det,clean or artifact as registered,054878cb2baa9bd2222ac0a09f03b9ace9670848085275baf521525d0aa45b25,20260828,054878cb2baa9bd2222ac0a09f03b9ace9670848085275baf521525d0aa45b25,V26,available,
